# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin1097.fa	taxid assigned	based on 2878/2909 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.56;0.56	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1098.fa	taxid assigned	based on 3286/3328 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.88;0.88	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin1099.fa	taxid assigned	based on 2435/2465 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin11.fa	taxid assigned	based on 2767/2789 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.87;0.87;0.87;0.87;0.87;0.83;0.82	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin110.fa	taxid assigned	based on 3299/3448 ORFs	1;131567;2;1783272;1239;47928;1263002	1.00;0.99;0.99;0.95;0.94;0.69;0.64	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:124
Bin1100.fa	taxid assigned	based on 3103/3168 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.96;0.96;0.88	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin1101.fa	taxid assigned	based on 2131/2198 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin1102.fa	taxid assigned	based on 1866/1889 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin1103.fa	taxid assigned	based on 2474/2501 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934	1.00;1.00;1.00;0.93;0.93;0.93;0.93;0.93;0.93	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	no support
Bin1104.fa	taxid assigned	based on 3922/3987 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.98;0.97;0.96;0.96;0.62	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin1105.fa	taxid assigned	based on 1851/1917 ORFs	1;131567;2;1783272;1239;186801;189325;2720800;2720821	1.00;1.00;1.00;0.99;0.99;0.98;0.91;0.90;0.87	Bacteria	Firmicutes	Clostridia	NA	NA	Candidatus Avimicrobium	Candidatus Avimicrobium caecorum
Bin1106.fa	taxid assigned	based on 4572/4583 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.75;0.75;0.75;0.75;0.75;0.70;0.70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin1107.fa	taxid assigned (1/2)	based on 3474/3559 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.60;0.60;0.58;0.58;0.54;0.54	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin1107.fa	taxid assigned (2/2)	based on 3474/3559 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.99;0.99;0.34;0.34;0.34;0.34;0.34	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin1108.fa	taxid assigned	based on 3712/3752 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.93;0.93;0.93;0.93;0.93;0.77;0.77	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin1109.fa	taxid assigned	based on 5832/5895 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin111.fa	taxid assigned	based on 1794/1898 ORFs	1;131567;2;1224;28211;204441;41295;191	1.00;1.00;1.00;0.99;0.98;0.96;0.96;0.96	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	no support
Bin1110.fa	taxid assigned	based on 2453/2590 ORFs	1;131567;2;1224;28216;80840;995019;40544	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	no support
Bin1111.fa	taxid assigned	based on 2777/2808 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.94;0.93;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1112.fa	taxid assigned	based on 2376/2432 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin1113.fa	taxid assigned	based on 1480/1509 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851	1.00;0.98;0.98;0.94;0.93;0.85;0.85;0.72;0.63	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	no support
Bin1114.fa	taxid assigned	based on 1913/1934 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.99;0.94;0.93;0.93;0.87;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin1115.fa	taxid assigned	based on 2467/2528 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1116.fa	taxid assigned	based on 2805/2849 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.48;0.48	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1117.fa	taxid assigned	based on 507/509 ORFs	1;131567;2;1783272;1239;91061;186826;1300;1301	1.00;1.00;1.00;0.89;0.87;0.84;0.82;0.79;0.79	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no support
Bin1118.fa	taxid assigned	based on 1865/1878 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1119.fa	taxid assigned	based on 2614/2653 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin112.fa	taxid assigned	based on 3088/3112 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.88;0.88;0.88;0.88;0.88;0.86;0.85	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin1120.fa	taxid assigned	based on 2072/2119 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262778	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.76;0.76;0.76;0.76	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:169
Bin1121.fa	taxid assigned	based on 2630/2660 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.99;0.99;0.98;0.98;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin1122.fa	taxid assigned	based on 2255/2277 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin1123.fa	taxid assigned	based on 3732/3764 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.91;0.91;0.90;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1124.fa	taxid assigned	based on 2082/2158 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin1125.fa	taxid assigned	based on 3598/3613 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.79;0.79;0.79;0.79;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin1126.fa	taxid assigned	based on 1881/1927 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.97;0.68;0.68	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1127.fa	taxid assigned	based on 3129/3171 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.96;0.96;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin1128.fa	taxid assigned	based on 2078/2141 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	no support
Bin1129.fa	taxid assigned	based on 2856/2877 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.95;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin113.fa	taxid assigned	based on 1922/1978 ORFs	1;131567;2;1783272;1239;47928;1263003	1.00;1.00;1.00;0.87;0.87;0.72;0.71	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:129
Bin1130.fa	taxid assigned	based on 2697/2768 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1131.fa	taxid assigned	based on 2646/2724 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.98;0.96;0.96;0.95;0.95;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin1132.fa	taxid assigned	based on 2614/2663 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;0.99;0.99;0.89;0.81;0.81;0.81;0.60;0.60	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin1133.fa	taxid assigned	based on 2312/2328 ORFs	1;131567;2;1224;1236;135625;712;724	1.00;0.99;0.99;0.86;0.85;0.79;0.79;0.71	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	no support
Bin1134.fa	taxid assigned	based on 1231/1262 ORFs	1;131567;2;1783272;1239	1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin1135.fa	taxid assigned	based on 1313/1369 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;0.98;0.98;0.92;0.91;0.83;0.82;0.45;0.43;0.43	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin1136.fa	taxid assigned	based on 2977/3027 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.95;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin1137.fa	taxid assigned	based on 1875/1936 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.94;0.93	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin1138.fa	taxid assigned	based on 2846/2919 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1139.fa	taxid assigned	based on 3645/3700 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.96;0.95;0.91;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin114.fa	taxid assigned	based on 1650/1911 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;0.99;0.90;0.88;0.68;0.45	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1140.fa	taxid assigned	based on 2290/2317 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.95;0.94;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1141.fa	taxid assigned	based on 3434/3490 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.92;0.92;0.92;0.92;0.92;0.86;0.85	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin1142.fa	taxid assigned	based on 3084/3177 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.96;0.96;0.93;0.92;0.49	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin1143.fa	taxid assigned	based on 3735/3884 ORFs	1;131567;2;1224;68525;28221;213115;194924;35832	1.00;1.00;1.00;0.98;0.97;0.97;0.97;0.97;0.96	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	no support
Bin1144.fa	taxid assigned	based on 2390/2427 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;84372;1262889	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.92;0.92;0.91;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:38
Bin1145.fa	taxid assigned	based on 1181/1267 ORFs	1;131567;2;1783272;1239;909932;1843488;909930*	1.00;1.00;1.00;0.94;0.91;0.85;0.74;0.74	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae*	no support	no support
Bin1146.fa	taxid assigned	based on 3752/3781 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;0.99;0.99;0.97;0.97;0.94;0.94;0.87;0.85	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin1147.fa	taxid assigned	based on 2466/2498 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.99;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1148.fa	taxid assigned	based on 3362/3416 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.52;0.52	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1149.fa	taxid assigned	based on 1547/1568 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.51;0.51	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin115.fa	taxid assigned	based on 4172/4230 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.79;0.79;0.79;0.77;0.77	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin1150.fa	taxid assigned	based on 1586/1597 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.76;0.76;0.76;0.76;0.76;0.53;0.53	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin1151.fa	taxid assigned	based on 2399/2426 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97;0.95;0.94	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin1152.fa	taxid assigned	based on 1966/1990 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.83	Bacteria	Proteobacteria	no support	no support	no support	no support	no support
Bin1153.fa	taxid assigned	based on 1555/1581 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.90;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin1154.fa	taxid assigned	based on 1165/1204 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;1.00;1.00;0.99;0.98;0.97;0.96;0.96;0.95	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin1155.fa	taxid assigned	based on 2631/2720 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;0.99;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1156.fa	taxid assigned	based on 3228/3247 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.83;0.83	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin1157.fa	taxid assigned	based on 2106/2134 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97;0.91;0.91	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin1158.fa	taxid assigned	based on 3333/3368 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.97;0.95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin1159.fa	taxid assigned	based on 3724/3748 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.79;0.79;0.79;0.79;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin116.fa	taxid assigned	based on 2324/2383 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;33024	1.00;1.00;1.00;0.82;0.82;0.77;0.77;0.77;0.77	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	no support
Bin1160.fa	taxid assigned	based on 2532/2569 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin1161.fa	taxid assigned	based on 2161/2172 ORFs	1;131567;2;1224;1236;135625;712;724	1.00;1.00;1.00;0.86;0.85;0.79;0.79;0.71	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	no support
Bin1162.fa	taxid assigned	based on 2305/2326 ORFs	1;131567;2	1.00;0.99;0.99	Bacteria	no support	no support	no support	no support	no support	no support
Bin1163.fa	taxid assigned	based on 2276/2324 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.98;0.97;0.97;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin1164.fa	taxid assigned	based on 983/1047 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262778	1.00;1.00;1.00;0.98;0.97;0.93;0.92;0.74;0.74;0.74;0.74	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:169
Bin1165.fa	taxid assigned	based on 2180/2212 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.92;0.91;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1166.fa	taxid assigned	based on 2378/2422 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.91;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin1167.fa	taxid assigned	based on 2491/2533 ORFs	1;131567;2;1224;28216;80840	1.00;1.00;1.00;0.80;0.39;0.39	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	no support	no support	no support
Bin1168.fa	taxid assigned	based on 2453/2479 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.94;0.93;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1169.fa	taxid assigned	based on 2182/2224 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;0.98;0.97;0.94;0.94;0.69;0.68;0.68	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin117.fa	taxid assigned	based on 4265/4332 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	no support	no support
Bin1170.fa	taxid assigned	based on 2728/2843 ORFs	1;131567;2;1224;28216;80840;995019;40544	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	no support
Bin1171.fa	taxid assigned	based on 1145/1181 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.99;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin1172.fa	taxid assigned	based on 2145/2222 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;0.99;0.99;0.98;0.98;0.95;0.94;0.86;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin1173.fa	taxid assigned	based on 2071/2099 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;1.00;1.00;0.95;0.88;0.88;0.88;0.71;0.71	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin1174.fa	taxid assigned	based on 2705/2778 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.99;0.97;0.97;0.95;0.94;0.88	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin1175.fa	taxid assigned	based on 2647/2727 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934;2608915	1.00;1.00;1.00;0.89;0.89;0.89;0.89;0.89;0.89;0.67	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	no support
Bin1176.fa	taxid assigned	based on 1295/1314 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106	1.00;1.00;1.00;0.96;0.90;0.87;0.85;0.83;0.82	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	no support
Bin1177.fa	taxid assigned (1/2)	based on 4251/4640 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;0.99;0.99;0.97;0.96;0.47;0.47;0.47;0.46	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin1177.fa	taxid assigned (2/2)	based on 4251/4640 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.99;0.99;0.97;0.96;0.34;0.34	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin1178.fa	taxid assigned	based on 1829/1967 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;0.83;0.83;0.77;0.76;0.59;0.57	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin1179.fa	taxid assigned	based on 2846/2915 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin118.fa	taxid assigned	based on 3435/3517 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.80	Bacteria	Proteobacteria	no support	no support	no support	no support	no support
Bin1180.fa	taxid assigned	based on 2105/2122 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.99;0.94;0.93;0.93;0.87;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin1181.fa	taxid assigned	based on 2472/2553 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263;129701;1262954	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.96;0.96;0.70;0.70	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. CAG:330
